1_name_lt;Beißender Frost
122312_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere dieser Einheit benachbarte Einheiten um {Boost}.
122313_fluff;Alle ruhig bleiben. Und wachsam. Die wahren Besitzer der Mäntel und Kappen könnten anderswo sein.
122313_name;Das Graue Fähnlein
122313_tooltip;<keyword=deploy>Einsatz</keyword>: Wird diese Einheit neben {MaxTargets} Soldaten ausgespielt, gib ihr <keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.
122314_fluff;Ich hab mich immer gefragt, wie diese Jungs mit dem Ruf der Natur umgehen.
122314_name;Kaedwen-Kavallerie
122314_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Entferne sämtliche <keyword=charge>Ladungen</keyword> von einer gegnerischen Einheit und füge der Einheit dann Schaden in Höhe des entfernten Betrags zu.
122315_fluff;Spürst du das? Die Erde bebt jedes Mal, wenn die Dicke Berta einen Stein lockert.
122315_name;Verstärkter Tribok
122315_tooltip;<keyword=ranged>Fernkampf</keyword>: Füge jeden Zug am Ende des Zugs einer zufällig gewählten gegnerischen Einheit in der Fernkampfreihe {Damage} Schaden zu.
122316_fluff;Temeria! Temeria! Die Götter segnen dich! Und gib dem Feinde Niederlag', auf immer, ewiglich!
122316_name;Temerien-Infanterie
122316_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden für jede verbesserte Einheit in dieser Reihe zu.
122317_fluff;Ich sterbe für Redanien. Ich töte für Redanien. Sogar Würmer würd ich fressen!
122317_name;Redanien-Elite
122317_tooltip;postponed
122318_fluff;Ich verfehle mein Ziel nie zweimal.
122318_name;Belagerungsmeister
122318_tooltip;Wann immer eine Maschine in dieser Reihe platziert wird, gib ihr <keyword=zeal>Eifer</keyword>.
122401_fluff;Gesteh deine Fehler ein und begrabe sie anständig. Sonst suchen sie dich heim.
122401_name;Fehlgeborener
122401_tooltip;Füge jeden Zug am Ende des Zugs der stärksten gegnerischen Einheit {Damage} Schaden zu. \n<keyword=order>Befehl</keyword>: Verwandle diese Einheit in einen Tölpelbold.
122402_fluff;Ich gebe dir den Namen Dea und empfange dich als meine Tochter.
122402_name;Tölpelbold
122402_tooltip;Verbessere jeden Zug am Ende des Zugs die schwächste verbündete Einheit um {Boost}. \n<keyword=order>Befehl</keyword>: Verwandle diese Einheit in einen Fehlgeborenen.
122403_fluff;In Nilfgaard sind Magier austauschbar. Enttäuscht einer von ihnen den Kaiser, wartet bereits ein Dutzend anderer darauf, ihm seine Wünsche zu erfüllen.
122403_name;Vicovaro-Novize
122403_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Ziehe eine Karte und platziere dann eine Karte aus deiner Hand oben auf deinem Deck.
123201_fluff;Zum Rückzug blasen! Formieren! Und auf Verstärkung warten!
123201_name;Verstärkung
123201_tooltip;<keyword=spawn>Generiere</keyword> die Kopie einer verbündeten Bronzeeinheit und <keyword=summon>rufe</keyword> sie in diese Reihe herbei.
123301_fluff;Weder Reichtum noch Ruhm - nein, Herzensreinheit! Held wirst du dank dieser Feinheit.
123301_name;Temerien-Anwärter
123301_tooltip;<keyword=spawn>Generiere</keyword>
131101_fluff;Etwas Würde, bitte. Du weißt, wie dies enden wird.
131101_name;Eredin Bréacc Glas
131101_tooltip;<keyword=order>Befehl</keyword>: Verbessere eine Einheit um {Boost} und mache sie <keyword=immune>immun</keyword>.
131102_fluff;Gemälde sollten Gefühle transportieren, keine Worte.
131102_name;Ge'els
131102_tooltip;<keyword=ranged>Fernkampf</keyword>: Wann immer du eine Einheit mit <keyword=deathwish>Todeswunsch</keyword> ausspielst, wird ihre <keyword=deathwish>Todeswunsch</keyword>-Fähigkeit aktiviert.
132101_fluff;Manche können Niederlagen nicht eingestehen und kämpfen noch als Tote weiter.
132101_name;Draug
132101_tooltip;<keyword=deploy>Einsatz</keyword>: Verwandle alle verbündeten Menschen in Kaedwen-Wiedergänger, ohne ihre Stärke zu verändern.
132102_fluff;Er prahlte, dass keine Waffe je seine Rüstung durchdringen würde. Und er behielt recht - selbst im Tod.
132102_name;Imleriths Zorn
132102_tooltip;Füge einer gegnerischen Einheit Schaden in Höhe der Stärke der stärksten verbündeten Einheit zu.
132103_fluff;Wir jagen nicht in diesen Wäldern. Und wenn das ganze Dorf verhungert.
132103_name;Waldgeist
132103_tooltip;<keyword=order>Befehl</keyword>: Verbessere eine Einheit auf deiner Hand um {Boost}.
132104_fluff;Ein Lieblingssohn, der ein Leben in Niedertracht gewählt hat.
132104_name;Caranthir Ar-Feiniel
132104_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=spawn>Generiere</keyword> eine Kopie einer Einheit auf deiner Hand mit Stärke {Power} und <keyword=summon>rufe</keyword> sie in diese Reihe herbei.
132105_fluff;Ihr Menschen habt ... einen ungewöhnlichen Geschmack.
132105_name;Avallac'h
132105_tooltip;<keyword=order>Befehl</keyword>: Mach eine verbündete Einheit <keyword=immune>immun</keyword>.
132106_fluff;Es gibt mehr Dinge zwischen Himmel und Erde, als alle Philosophen der Welt sich je erträumt haben.
132106_name;Pedell
132106_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Spiele ein Artefakt aus deinem Friedhof aus.
132107_fluff;Einen Kayran töten? Bestes Schwert nehmen, verkaufen, Hexer anheuern.
132107_name;Kayran
132107_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: <keyword=consume>Verzehre</keyword> eine verbündete Einheit.\n<keyword=charge>Ladungen</keyword>: {Charges}.
132108_fluff;Kämpfen? Es gibt viel bessere Wege, seine Energieüberschüsse loszuwerden ...
132108_name;Miruna
132108_tooltip;<keyword=deathwish>Todeswunsch</keyword>: <keyword=seize>Ergreife</keyword> eine gegnerische Einheit mit max. {Power} Stärke.
132201_fluff;Eine Kreuzung aus Krabbe, Spinne ... und einem Berg.
132201_name;Krabbspinnenungetüm
132201_tooltip;<keyword=spawn>Generiere</keyword> {MaxTargets} Krabbspinne(n) und <keyword=summon>rufe</keyword> sie in diese Reihe herbei. Verbessere dann alle anderen Insektoiden in dieser Reihe um {Boost}.
132202_fluff;Die meisten Gruftweiber ernähren sich von verrotteten Überresten, die sie aus Gräbern stehlen. Manche schleichen sich jedoch in Hütten, entführen Kinder, töten Greise und sind ganz allgemein einfach unangenehme Nachbarn.
132202_name;Mourntart
132202_tooltip;<keyword=order>Befehl</keyword>: <keyword=banish>Verbanne</keyword> alle Einheiten auf deinem Friedhof und verbessere dann diese Einheit für jede davon um {Boost}.
132203_fluff;Ich hab in meinem Leben ja schon viel Geschmeiß gesehen ... Muränen, Neunaugen, Blobfische ... aber so was noch nie!
132203_name;Abaya
132203_tooltip;<keyword=thrive>Gedeihen</keyword>.\n<keyword=deploy>Einsatz</keyword>: Aktiviere die <keyword=deathwish>Todeswunsch</keyword>-Fähigkeit einer verbündeten Bronzeeinheit.
132204_fluff;"Was habe ich getan?", schrie der Magier in Furcht vor seiner eigenen Kreatur.
132204_name;Einschüchterer: Schlafend
132204_tooltip;Wenn {Counter} verbündete Einheiten zerstört wurden, wecke den Einschüchterer.
132205_fluff;Eine seltene Bies-Unterart, die auf Ard Skellig beheimatet ist. In Sachen Nahrung oftmals sehr wählerisch.
132205_name;Morvudd
132205_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere alle verbündeten Bestien um {Boost}.
132206_fluff;Ich wäre deine Beste - und Letzte.
132206_name;Flüsterin
132206_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.\nErhöhe den Schaden um {Damage2}, wann immer du die Brauerin oder die Weberin ausspielst.
132207_fluff;Wir schlitzen dich auf, Junge. Aus dir machen wir eine leckere Brühe.
132207_name;Brauerin
132207_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=consume>Verzehre</keyword> {MaxTargets} verbündete Einheit(en).\nErhöhe die Anzahl der Ziele um {Maxtargets2}, wann immer du die Flüsterin oder die Weberin ausspielst.
132208_fluff;Ich wittere deinen Schmerz. Ich sehe deine Angst.
132208_name;Weberin
132208_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Einheit um {Boost}. \nErhöhe die Höhe der Verbesserung um {Boost2}, wann immer du die Flüsterin oder die Brauerin ausspielst.
132209_fluff;Eines der ältesten und tödlichsten Monster der Welt. Früher hätte ich diesen Moment genossen. Heutzutage sehe ich in diesen Bestien nur lästige Hindernisse auf meinem Pfad. Sein Fleisch und sein warmes Blut werden mir helfen, diese Eishölle zu überleben.
132209_name;Kaisermantikor
132209_tooltip;<keyword=deathwish>Todeswunsch</keyword>: Zerstöre die schwächste gegnerische Einheit.
132210_fluff;Wer Hitze nicht erträgt, hat keine Chance.
132210_name;Kolossaler Ifrit
132210_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Füge allen Einheiten in der gegenüberliegenden Reihe {Damage} Schaden zu.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
132211_fluff;Vorsicht, Leute, unter der Brücke sind Nekker.
132211_name;Nekkerkrieger
132211_tooltip;<keyword=thrive>Gedeihen</keyword>.
132212_fluff;Ich bin nur ein Mal geflohen. Vor einem Eisriesen. Und schäme mich kein Stück.
132212_name;Eisriese
132212_tooltip;Keine Fähigkeit.
132213_fluff;Wie man gegen Erdgenien kämpft? Gar nicht. Man rennt. So schnell wie möglich.
132213_name;Ursprünglicher D'ao
132213_tooltip;Keine Fähigkeit.
132214_fluff;Die Krieger der Wilden Jagd wurden einer strengen Auswahl unterzogen. Eredins persönliche Kavalkade besteht nur aus den brutalsten, wildesten Aen Elle.
132214_name;Nithral
132214_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre ein gegnerisches Artefakt. Kontrollierst du die stärkste Einheit, füge dem Artefakt benachbarten Einheiten {Damage} Schaden zu.
132215_fluff;Er gewährt stets genau das, was man sich gewünscht hat. Das ist das Problem.
132215_name;Gaunter O'Dim
132215_tooltip;<keyword=deploy>Einsatz</keyword>: Gib einer gegnerischen Einheit <keyword=doomed>Verdammnis</keyword>. \n<keyword=order>Befehl</keyword>: Zerstöre eine <keyword=doomed>verdammte</keyword> gegnerische Einheit.
132216_fluff;Groß, böse, hässlich. Hockt in der Kanalisation.
132216_name;Krötenprinz
132216_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=consume>Verzehre</keyword> eine Einheit mit max. {Power} Stärke.
132217_fluff;Gewöhnliche Harpyien sind Aasfresser. Kelajno-Harpyien ... sind Traumfresser.
132217_name;Kelajno-Harpyie
132217_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=consume>Verzehre</keyword> eine verbündete Einheit.
132218_fluff;Nicht stören!
132218_name;Speerspitze: Schlaf
132218_tooltip;Keine Fähigkeit.
132220_fluff;Säuft seit der Konjunktion das Blut des Kontinents.
132220_name;Nosferatu
132220_tooltip;postponed
132301_fluff;Nebel kommt leise angekrochen. Neblinge kriechen über die Leichen ihrer Opfer.
132301_name;Nebling
132301_tooltip;<keyword=deathwish>Todeswunsch</keyword>: <keyword=summon>Rufe</keyword> eine Kopie dieser Einheit aus deinem Deck in eine zufällig gewählte verbündete Reihe herbei.
132302_fluff;In den Herzen der Menschen wohnen viele Urängste. Die Angst vor dem Nebel ist wohlbegründet ...
132302_name;Alter Nebling
132302_tooltip;<keyword=deathwish>Todeswunsch</keyword>: <keyword=summon>Rufe</keyword> diese Einheit vom Friedhof in dieselbe Reihe herbei, verstärke sie um {Boost} und gib ihr <keyword=doomed>Verdammt</keyword>.
132303_fluff;Wyvern - eine Mischung aus geflügelter Schlange und Albtraum, nur schlimmer.
132303_name;Wyvern
132303_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.
132304_fluff;Hässlich. So sagt die Natur: "Bleib bloß weg!".
132304_name;Krabbspinnendrohne
132304_tooltip;<keyword=doomed>Verdammt</keyword>.
132305_fluff;Die kleinen Biester wären fast niedlich, wenn sie nicht so mörderisch wären.
132305_name;Nekker
132305_tooltip;<keyword=thrive>Gedeihen</keyword>.\n<keyword=deploy>Einsatz</keyword>: <keyword=spawn>Generiere</keyword> eine einfache Kopie dieser Einheit und <keyword=summon>rufe</keyword> sie in diese Reihe herbei.
132306_fluff;Ghule, ein Teil des Lebenskreises? Dann ist das ein Teufelskreis.
132306_name;Ghul
132306_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=consume>Verzehre</keyword> eine Einheit auf deinem Friedhof.
132307_fluff;Greife spielen gerne mit ihrer Beute. Fressen sie bei lebendigem Leibe auf.
132307_name;Greif
132307_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre eine verbündete Einheit in dieser Reihe. Sind keine Einheiten vorhanden, zerstöre diese Einheit.
132308_fluff;Sie saßen ruhig auf den Pferden, augenscheinlich entspannt. Er sah ihre Waffen - kurze Speere mit breiten Spitzen, Schwerter mit eigentümlich geschmiedeten Stichblättern, Kriegsbeile, gezackte Guisarmen.
132308_name;Vran-Krieger
132308_tooltip;Wann immer eine Einheit während deines Zugs zerstört wird, füge einer zufällig gewählten gegnerischen Einheit {Damage} Schaden zu.
132309_fluff;Die Weiße Kälte kommt.
132309_name;Wilde-Jagd-Soldat
132309_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer Einheit für jede Wilde-Jagd-Einheit in dieser Reihe {Damage} Schaden zu.
132310_fluff;Erst fallen die Büffelhörner auf ihren Helmen ins Auge, dann das Wappen zwischen ihnen, und schließlich die Totenschädel unter ihren Visieren.
132310_name;Wilde-Jagd-Reiter
132310_tooltip;<keyword=deploy>Einsatz</keyword>: Kontrollierst du die stärkste Einheit, <keyword=summon>rufe</keyword> eine Kopie von Wilde-Jagd-Reiter aus deinem Deck in diese Reihe herbei.
132312_fluff;Die Einwohner von Hengfors fürchteten um ihr Leben und versteckten sich hinter den dicken Stadtmauern. Hat ihnen ja viel gebracht ...
132312_name;Raubtiersprung
132312_tooltip;Zerstöre die jeweils schwächste Einheit auf beiden Spielerseiten.
132313_fluff;Wer hätte gedacht, dass Riesenfledermäuse scharf auf pompöse Klunker sind?
132313_name;Ekimma
132313_tooltip;postponed
132314_fluff;Es giert den Hexenmann nach Gold, doch wenn er einen Ertrunkenen tötet, gib ihm einen Silberpfennig, höchstens anderthalb.
132314_name;Ertrunkener
132314_tooltip;<keyword=thrive>Gedeihen</keyword>.\n<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu und verschiebe sie in die andere Reihe.
132315_fluff;Es gibt viele Harpyienarten. Kleptomanisch sind sie alle.
132315_name;Harpyie
132315_tooltip;<keyword=doomed>Verdammt</keyword>.
132316_fluff;Ein Omelett aus Harpyien-Eiern - eine exquisite Köstlichkeit, werter Herr. Und recht kostspielig, denn natürlich geben diese elenden Viecher ihre Eier nicht freiwillig her.
132316_name;Harpyien-Ei
132316_tooltip;<keyword=deathwish>Todeswunsch</keyword>: <keyword=spawn>Generiere</keyword> eine Harpyie und <keyword=summon>rufe</keyword> sie in eine zufällig gewählte verbündete Reihe herbei.
132402_fluff;Schrei "Chaos" und lass die Hunde des Kriegs von der Kette.
132402_name;Wilde-Jagd-Diener
132402_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu. Kontrollierst du die stärkste Einheit, füge der gegnerischen Einheit stattdessen {Damage2} Schaden zu.
132403_fluff;"Ganz ruhig, ich weiß, wie man Wölfe zähmt …" - Die letzten Worte von Dunbar dem Jäger
132403_name;Wolfsrudel
132403_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.
132404_fluff;Es gab einst diesen Magier, der sie süß fand. Sein Schicksal hat die Redewendung "Mit Feuer spielt man nicht" inspiriert.
132404_name;Wütender Ifrit
132404_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.
132405_fluff;Sie werden häufig mit Felsen verwechselt. Viele Trolle haben dies durch diverse Ausscheidungen bereits unschön am eigenen Leib erfahren müssen.
132405_name;Wilder D'ao
132405_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre ein gegnerisches Artefakt.
132406_fluff;Kein Tor, keine Mauer hält sie auf. Ein winziger Riss ist alles, was sie brauchen ...
132406_name;Maerolorn
132406_tooltip;<keyword=deploy>Einsatz</keyword>: Aktiviere die <keyword=deathwish>Todeswunsch</keyword>-Fähigkeit einer verbündeten Bronzeeinheit.
132407_fluff;Die mächtigsten Magier von Nilfgaard haben die Kunst der Golemerschaffung gemeistert. Bisweilen gelingt es ihnen sogar, sie für die Sache des Kaiserreichs kämpfen zu lassen …
132407_name;Kaisergolem
132407_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=reveal>Enthülle</keyword> die oberste Einheit aus dem gegnerischen Deck und füge dieser Einheit Schaden in Höhe ihrer Stärke zu. Mische sie dann zurück.
132408_fluff;Oh, jetzt steckst du ganz tief in der Scheiße ...
132408_name;Speerspitze
132408_tooltip;Keine Fähigkeit.
132409_fluff;Der Trottel verstopfte sich in seinem Aberglauben die Ohren mit Wachs, hörte die Warnungen nicht und setzte sein Schiff schnurstracks auf die Felsen.
132409_name;Grässliches Gelage
132409_tooltip;Füge einer gegnerischen Einheit {Damage} Schaden zu und verbessere eine verbündete Einheit um {Boost}.
133301_fluff;Stärker als durchschnittliche Schilde und wesentlich stilvoller.
133301_name;Wyvernschild
133301_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Verbessere eine Einheit um {Boost}. \n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
133302_fluff;Verdammt, die Viecher haben uns überrannt ... Wir brauchen einen Hexer, sonst können wir hier nicht leben!
