1_name_lt;氷霜
123201_tooltip;ブロンズ自軍ユニットの同名カード1枚を<keyword=spawn>生成</keyword>して配置列に<keyword=summon>召喚</keyword>する。
123301_fluff;富や名声ではない、意志ある者のみが英雄になりえるのだ！
123301_name;テメリア軍の志願兵
123301_tooltip;<keyword=spawn>生成</keyword>する。
131101_fluff;無様な姿を晒すな。結末は分かっているはずだ
131101_name;エレディン
131101_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Boost}ブーストと<keyword=immune>耐性</keyword>を与える。
131102_fluff;絵画が伝えるのは感情で、言葉ではない
131102_name;ゲールズ
131102_tooltip;<keyword=ranged>間接</keyword>：あなたが<keyword=deathwish>遺言</keyword>アビリティを持つユニットをプレイするたび、その<keyword=deathwish>遺言</keyword>アビリティを実行させる。
132101_fluff;敗北を認められない者の中には、死してもなお戦いを止めない者がいる
132101_name;ドラウグ
132101_tooltip;<keyword=deploy>配備</keyword>：全ての自軍「人間」ユニットを《ケイドウェン軍の亡霊兵》に変身させる（但し戦力値を維持）。
132102_fluff;イムレリスは、自身の鎧を貫ける武器など存在しないと大口を叩いた。彼は正しかったのだ。死してもなお、鎧が貫かれることはなかったのだから
132102_name;イムレリスの憤怒
132102_tooltip;自軍最高戦力値ユニットの戦力値に等しいダメージを敵軍ユニット1体に与える。
132103_fluff;俺たちゃ森で狩りはしない。たとえ、それで村全体が飢えに苦しむとしてもな
132103_name;森の精霊
132103_tooltip;<keyword=order>命令</keyword>：自軍手札にあるユニット1体に{Boost}ブーストを与える。
132104_fluff;まぎれもない天才として生み出されたが、悪の道を選んだ
132104_name;カランシール
132104_tooltip;<keyword=deploy>配備</keyword>：自軍手札にあるユニットの同名カード1枚（但し戦力値は{Power}に変える）を<keyword=spawn>生成</keyword>して配置列に<keyword=summon>召喚</keyword>する。
132105_fluff;お前たち人間の嗜好は… 気色が悪い
132105_name;アヴァラック
132105_tooltip;<keyword=order>命令</keyword>：自軍ユニット1体に<keyword=immune>耐性</keyword>を与える。
132106_fluff;この世には、人々が想像だにしないものが存在する
132106_name;世話人
132106_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍墓地にあるアーティファクト1個をプレイする。
132107_fluff;カイランの倒し方？ 簡単だ。一番いい剣を持ってこい… それを売ってウィッチャーを雇え
132107_name;カイラン
132107_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>：自軍ユニット1体を<keyword=consume>捕食</keyword>する。（<keyword=charge>チャージ</keyword>：{Charges}）
132108_fluff;どうして戦うの？ 有り余る精力を解放する方法は、他にもたくさんあるじゃない…
132108_name;ミルナ
132108_tooltip;<keyword=deathwish>遺言</keyword>：戦力値{Power}以下の敵軍ユニット1体を<keyword=seize>強奪</keyword>する。
132201_fluff;言うなれば、蟹と蜘蛛… それに山を掛け合わせたような怪物だ
132201_name;アラキス・ベヒモス
132201_tooltip;《アラキス・ドローン》{MaxTargets}体を<keyword=spawn>生成</keyword>して配置列に<keyword=summon>召喚</keyword>した後、配置列にある自身を除く全ての「昆虫種」ユニットに{Boost}ずつブーストを与える。
132202_fluff;多くのグレイブ・ハグは、墓地を掘り返し屍肉を喰らう。だが中には民家に侵入し、子供を攫ったり、老人を殺したりするものもいる
132202_name;モーンタート
132202_tooltip;<keyword=order>命令</keyword>：自軍墓地にある全てのユニットを<keyword=banish>消滅</keyword>させた後、消滅したユニット1体につき、{Boost}ブーストを得る。
132203_fluff;ウツボ、ヤツメウナギ… 醜い生物はたくさん見てきた。だがこんな化け物は初めてだ！
132203_name;アバヤ
132203_tooltip;【<keyword=thrive>成長</keyword>】\n<keyword=deploy>配備</keyword>：自軍ブロンズユニット1体の<keyword=deathwish>遺言</keyword>アビリティを実行させる。
132204_fluff;「私は何を生み出してしまったんだ？」魔術師は叫び、自身が作り出したものに怖れ慄いた
132204_name;フライテナー：休眠
132204_tooltip;自軍ユニットが{Counter}体破壊されると、《フライテナー》は覚醒する。
132205_fluff;アード・スケリッグで発見された、フィーンドの突然変異種。獲物を選り好みする性格を持つ
132205_name;モルヴッド
132205_tooltip;<keyword=deploy>配備</keyword>：全ての自軍「野獣」ユニットに{Boost}ずつブーストを与える。
132206_fluff;あなたの最高の相手も、最後の相手も私よ
132206_name;ウィスペス
132206_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。\nあなたが《ブリュエス》か《ウィーヴィス》をプレイするたび、このダメージ量を{Damage2}増やす。
132207_fluff;切り刻んでやるわ。美味しいスープができそうね
132207_name;ブリュエス
132207_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット{MaxTargets}体を<keyword=consume>捕食</keyword>する。\nあなたが《ウィスペス》か《ウィーヴィス》をプレイするたび、対象に取れるユニット数を{Maxtargets2}増やす。
132208_fluff;苦痛が伝わる。怖れが見える…
132208_name;ウィーヴィス
132208_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体に{Boost}ブーストを与える。\nあなたが《ウィスペス》か《ブリュエス》をプレイするたび、このブースト量を{Boost2}増やす。
132209_fluff;古の時代から存在する怖ろしい怪物の一種だ。この手の怪物には興奮を禁じ得なかったものだが、今はただの邪魔者でしかない。こいつの肉と血は、この寒さを生き抜く糧となるだろう
132209_name;巨大マンティコア
132209_tooltip;<keyword=deathwish>遺言</keyword>：敵軍最低戦力値ユニット1体を破壊する。
132210_fluff;暑いのは苦手だって？ なら勝ち目はないぞ
132210_name;巨大イフリット
132210_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>：反対列にある全てのユニットに{Damage}ずつダメージを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
132211_fluff;皆の衆、気を付けたまえ。この橋の下はネッカーの巣だぞ
132211_name;ネッカー・ウォリアー
132211_tooltip;【<keyword=thrive>成長</keyword>】
132212_fluff;人生で一度だけ逃げ出したことがある。氷の巨人を相手にした時だ。全く恥ずかしいとは思わない
132212_name;氷の巨人
132212_tooltip;アビリティを有していない。
132213_fluff;土のエレメンタルとの戦い方？ そんなものはない。全力で逃げろ
132213_name;原始のダオ
132213_tooltip;アビリティを有していない。
132214_fluff;ワイルドハントの戦士は選りすぐりの精鋭揃いだが、とりわけエレディン直属の騎兵隊は、アイン・エレの中でも特に技に秀でた者や、獰猛な者で構成される
132214_name;ニスラル
132214_tooltip;<keyword=deploy>配備</keyword>：敵軍アーティファクト1個を破壊する。最高戦力値ユニットが自陣側にある場合、そのアーティファクトの両隣のユニットに{Damage}ずつダメージを与える。
132215_fluff;かの者は常に望む通りのものを与える。それが問題だ
132215_name;ゴウンター・オーディム
132215_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に<keyword=doomed>破滅</keyword>を与える。\n<keyword=order>命令</keyword>：<keyword=doomed>破滅</keyword>を持つ敵軍ユニット1体を破壊する。
132216_fluff;下水道にいる、でかくて醜悪なやつだ
132216_name;カエルの王子様
132216_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：戦力値{Power}以下のユニット1体を<keyword=consume>捕食</keyword>する。
132217_fluff;普通ハーピーは死肉を餌とするが、セライノ・ハーピーは… 夢を食らう
132217_name;セライノ・ハーピー
132217_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体を<keyword=consume>捕食</keyword>する。
132218_fluff;起こすべからず
132218_name;オールド・スピアチップ：睡眠
132218_tooltip;アビリティを有していない。
132220_fluff;〈天体の合〉以来、大陸で血を啜り続けてきた
132220_name;ネクラット
132220_tooltip;postponed
132301_fluff;霧は子猫のようにそっと近づく。フォグレットは殺した獲物の屍をまたいで近づく
132301_name;フォグレット
132301_tooltip;<keyword=deathwish>遺言</keyword>：自軍デッキにある自身の同名カード1枚を無作為に選んだ自陣列に<keyword=summon>召喚</keyword>する。
132302_fluff;人々は潜在的に多くのものを恐れる。霧はその代表例と言えるだろう
132302_name;エンシェント・フォグレット
132302_tooltip;<keyword=deathwish>遺言</keyword>：このユニットを墓地から同じ列に<keyword=summon>召喚</keyword>し、{Boost}ブーストと<keyword=doomed>破滅</keyword>を与える。
