1_name_lt;Escarcha heladora
131101_tooltip;<keyword=order>Orden</keyword>: potencia a una unidad en {Boost} y le otorga <keyword=immune>inmunidad</keyword>.
131102_fluff;Los cuadros deben transmitir emociones, no palabras.
131102_name;Ge'els
131102_tooltip;<keyword=ranged>A distancia</keyword>: cada vez que juegues una unidad con <keyword=deathwish>sueño mortal</keyword>, activa su habilidad de <keyword=deathwish>sueño mortal</keyword>.
132101_fluff;Los hay que jamás admiten la derrota. Y siguen luchando desde la tumba.
132101_name;Draug
132101_tooltip;<keyword=deploy>Despliegue</keyword>: transforma a todos los aliados humanos en Renacidos kaedwenis sin cambiar su poder.
132102_fluff;Presumía de que no existía arma que pudiera perforar su armadura. Y tenía razón... hasta cuando murió.
132102_name;Ira de Imlerith
132102_tooltip;Inflige a un enemigo un daño igual al poder de tu aliado superior.
132103_fluff;Nunca cazamos en este bosque. Aunque el pueblo entero se muera de hambre.
132103_name;Espíritu del bosque
132103_tooltip;<keyword=order>Orden</keyword>: potencia a una unidad de tu mano en {Boost}.
132104_fluff;El hijo predilecto que escogió la vida de villano.
132104_name;Caranthir Ar-Feiniel
132104_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> una copia con poder {Power} de una unidad de tu mano y la <keyword=summon>invoca</keyword> a esta fila.
132105_fluff;Los humanos tenéis gustos… peculiares.
132105_name;Avallac'h
132105_tooltip;<keyword=order>Orden</keyword>: convierte a una unidad aliada en <keyword=immune>inmune</keyword>.
132106_fluff;En el cielo y en la tierra hay más cosas de las que han soñado todos los filósofos del mundo.
132106_name;Guardián
132106_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega un artefacto de tu cementerio.
132107_fluff;¿Cómo se mata a un kayran? Fácil. Coge tu mejor espada…, véndela y contrata a un brujo.
132107_name;Kayran
132107_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: <keyword=consume>consume</keyword> a un aliado.\n<keyword=charge>Cargas</keyword>: {Charges}.
132108_fluff;¿Por qué luchar? Hay métodos mucho mejores para quemar energía…
132108_name;Miruna
132108_tooltip;<keyword=deathwish>Sueño mortal</keyword>: <keyword=seize>toma</keyword> a un enemigo con {Power} de poder o menos.
132201_fluff;Un cruce entre un cangrejo, una araña… ¡y una montaña!
132201_name;Arachas descomunal
132201_tooltip;<keyword=spawn>Genera</keyword> {MaxTargets} Arachas zánganos y los <keyword=summon>invoca</keyword> a esta fila. Luego, potencia a todos los demás insectoides de esta fila en {Boost}.
132202_fluff;La mayoría de las brujas sepulcrales se alimentan de restos en descomposición que desentierran de las tumbas. No obstante, algunas entran a hurtadillas en cabañas, roban niños, matan a ancianos y, en general, no traban buenas amistades con los vecinos.
132202_name;Plañidera
132202_tooltip;<keyword=order>Orden</keyword>: <keyword=banish>destierra</keyword> a todas las unidades de tu cementerio y luego se potencia en {Boost} por cada una de ellas.
132203_fluff;Mira que he visto criaturas feas en mi vida: anguilas, lampreas, janiras… ¡pero nunca algo como esto!
132203_name;Abaya
132203_tooltip;<keyword=thrive>Medra</keyword>.\n<keyword=deploy>Despliegue</keyword>: activa la habilidad de <keyword=deathwish>sueño mortal</keyword> de un aliado de bronce.
132204_fluff;«¿Qué he hecho?», gritó el mago, asustado por su propia creación.
132204_name;Espanto: Durmiente
132204_tooltip;Después de destruir a {Counter} unidades aliadas, despierta a Espanto.
132205_fluff;Un inusual espécimen de demonibestia que se encuentra en Ard Skellig. Extremadamente quisquilloso a la hora de comer.
132205_name;Morvudd
132205_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a todas las bestias aliadas en {Boost}.
132206_fluff;Sería tu media naranja… y la última.
132206_name;Susurradora
132206_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.\nAumenta este daño en {Damage2} cada vez que juegas a Guisadora o Tejedora.
132207_fluff;Te cortaremos en trocitos, chico. Haremos un buen caldo.
132207_name;Guisadora
132207_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=consume>consume</keyword> a {MaxTargets} unidad(es) aliada(s).\nAumenta el número de objetivos en {Maxtargets2} cada vez que juegas a Susurradora o Tejedora.
132208_fluff;Percibo tu dolor. Veo tu miedo.
132208_name;Tejedora
132208_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost}.\nAumenta esta potenciación en {Boost2} cada vez que juegas a Susurradora o Guisadora.
132209_fluff;Uno de los monstruos más antiguos y mortíferos del mundo. En momentos como este, solía emocionarme. Ahora la bestia es solo un obstáculo en mi camino. Su carne y su sangre caliente me ayudarán a sobrevivir en este infierno helado.
132209_name;Mantícora imperial
132209_tooltip;<keyword=deathwish>Sueño mortal</keyword>: destruye al enemigo inferior.
132210_fluff;¿No soportas el calor? Entonces no tienes ninguna posibilidad.
132210_name;Ifrit colosal
132210_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a todas las unidades de la fila opuesta.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
132211_fluff;Prestad atención, caballeros, bajo este puente hay nekkers.
132211_name;Guerrero nekker
132211_tooltip;<keyword=thrive>Medra</keyword>.
132212_fluff;Solo he huido una vez en mi vida. Fue del gigante de hielo, y no me avergüenzo en absoluto.
132212_name;Gigante de hielo
132212_tooltip;Ninguna habilidad.
132213_fluff;¿La mejor estrategia contra un elemental de tierra? Correr como un loco.
132213_name;D'ao primigenio
132213_tooltip;Ninguna habilidad.
132214_fluff;Cada guerrero de la cacería salvaje ha superado un riguroso proceso de selección, pero el séquito personal de Eredin incluye solo a los más brutales y feroces de los Aen Elle.
132214_name;Nithral
132214_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un artefacto enemigo. Si controlas a la unidad superior, inflige {Damage} de daño a las unidades adyacentes a dicho artefacto.
132215_fluff;Siempre te concede exactamente lo que has deseado. Ese es el problema.
132215_name;Gaunter O'Dim
132215_tooltip;<keyword=deploy>Despliegue</keyword>: convierte a una unidad enemiga en <keyword=doomed>condenada</keyword>.\n<keyword=order>Orden</keyword>: destruye a un enemigo <keyword=doomed>condenado</keyword>.
132216_fluff;Grande, malo, feo. Vive en las cloacas.
132216_name;Príncipe sapo
132216_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=consume>consume</keyword> una unidad con {Power} de poder o menos.
132217_fluff;Las arpías comunes se alimentan de carroña. Las arpías celaeno, de sueños.
132217_name;Arpía celaeno
132217_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=consume>consume</keyword> a una unidad aliada.
132218_fluff;No molestes.
132218_name;Gigante dormido
132218_tooltip;Ninguna habilidad.
132220_fluff;Bebiendo la sangre del continente desde la Conjunción.
132220_name;Nekurat
132220_tooltip;postponed
132301_fluff;La niebla llega con mullidas pisadas de gato. Los boiras se arrastran como gusanos sobre los cadáveres de sus víctimas.
132301_name;Boira
132301_tooltip;<keyword=deathwish>Sueño mortal</keyword>: <keyword=summon>invoca</keyword> una copia de esta unidad de tu baraja a una fila aliada aleatoria.
132302_fluff;Muchos miedos primigenios acechan los corazones de los hombres. El miedo a la niebla está bastante justificado…
132302_name;Boira anciano
132302_tooltip;<keyword=deathwish>Sueño mortal</keyword>: <keyword=summon>invoca</keyword> a esta unidad del cementerio a la misma fila, la potencia en {Boost} y la convierte en <keyword=doomed>condenada</keyword>.
132303_fluff;Imagina un cruce entre una serpiente alada y una pesadilla. Pues los wyvernos son peores.
132303_name;Wyverno
132303_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.
132304_fluff;Desagradable. Es el modo que tiene la naturaleza de decir «no te acerques».
132304_name;Arachas zángano
132304_tooltip;<keyword=doomed>Condenado</keyword>.
132305_fluff;Esos tipejos resultan casi adorables si ignoras su aspecto asesino.
132305_name;Nekker
132305_tooltip;<keyword=thrive>Medra</keyword>.\n<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> una copia de esta unidad y la <keyword=summon>invoca</keyword> a esta fila.
132306_fluff;Si los ghuls son parte del ciclo de la vida, cuán cruel resulta.
132306_name;Ghul
132306_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=consume>consume</keyword> una unidad de tu cementerio.
132307_fluff;A los grifos les gusta jugar con sus presas. Se las comen vivas. Pedazo a pedazo.
132307_name;Grifo
132307_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a una unidad aliada de esta fila. Si no hay unidades, se destruye.
132308_fluff;Estaban quietos sobre sus monturas, aparentemente relajados. Observó sus armas. Lanzas cortas de puntas anchas. Espadas con guardas forjadas en formas peculiares. Hachas de batalla. Bisarmas dentadas.
132308_name;Guerrero vran
132308_tooltip;Cada vez que una unidad es destruida durante tu turno, inflige {Damage} de daño a un enemigo aleatorio.
132309_fluff;Se acerca el Frío Blanco.
132309_name;Cacería: Guerrero
132309_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a una unidad por cada unidad de la cacería salvaje que haya en esta fila.
132310_fluff;Primero, los cuernos de búfalo que están sobre sus yelmos taladran nuestra visión, después la cimera que hay entre ellos, y finalmente distinguimos los rostros cadavéricos bajo sus visores.
132310_name;Cacería: Jinete
132310_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas a la unidad superior, <keyword=summon>invoca</keyword> una copia de Jinete de la cacería salvaje de tu baraja a esta fila.
132312_fluff;Temiendo por sus vidas, los habitantes de Hengfors se refugiaron tras las gruesas murallas de la ciudad. De poco les sirvió...
132312_name;Picado de depredador
132312_tooltip;Cada jugador destruye su unidad inferior.
132313_fluff;¿Quién iba a pensar que a los murciélagos gigantes les gustaba la bisutería?
132313_name;Ekimmara
132313_tooltip;postponed
132314_fluff;Aunque el matamonstruos ansía el oro, por aniquilar a un sumergido se le deberá pagar solo un penique de plata, o penique y medio a lo sumo.
132314_name;Sumergido
132314_tooltip;<keyword=thrive>Medra</keyword>.\n<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo y lo mueve a la otra fila.
132315_fluff;Existen muchas especies de arpías, y todas son cleptómanas.
132315_name;Arpía
132315_tooltip;<keyword=doomed>Condenado</keyword>.
132316_fluff;Una tortilla de huevos de arpía, un manjar exquisito, buen señor. Y bastante caro, como podrás suponer, pues las muy desdichadas no se desprenden de ellos de buena gana.
132316_name;Huevo de arpía
132316_tooltip;<keyword=deathwish>Sueño mortal</keyword>: <keyword=spawn>genera</keyword> una Arpía y la <keyword=summon>invoca</keyword> a una fila aliada aleatoria.
132402_fluff;Grita: «¡Devastación!» y suelta los perros de la guerra.
132402_name;Cacería: Sabueso
132402_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si controlas a la unidad superior, le inflige {Damage2} de daño en su lugar.
132403_fluff;«Tranquilos, soy experto en domar lobos...». Últimas palabras de Dunbar, el Cazador.
132403_name;Manada de lobos
132403_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.
132404_fluff;Cierto mago los consideraba adorables. Su muerte dio origen al dicho: «No juegues con fuego».
132404_name;Ifrit furibundo
132404_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.
132405_fluff;Son fáciles de confundir con piedras. Muchos trols se han visto desagradablemente sorprendidos por problemas gástricos por este motivo.
132405_name;D'ao frenético
132405_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un artefacto enemigo.
132406_fluff;Ni puerta ni muro pueden detenerlos. Solo una minúscula grieta... No necesitan más.
132406_name;Maerolorn
132406_tooltip;<keyword=deploy>Despliegue</keyword>: activa la habilidad de <keyword=deathwish>sueño mortal</keyword> de un aliado de bronce.
132407_fluff;Los magos más poderosos de Nilfgaard destacan en el arte de crear gólems. En algunas ocasiones, incluso lograron que lucharan por la causa del imperio...
132407_name;Gólem imperial
132407_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=reveal>revela</keyword> la primera unidad de la baraja del rival, se inflige un daño igual a su poder y luego vuelve a mezclarla.
132408_fluff;Oh, te has metido en un lío considerable…
132408_name;Viejo Punta de Lanza
132408_tooltip;Ninguna habilidad.
132409_fluff;El muy idiota hizo caso a las supersticiones, se tapó los oídos con cera y no escuchó las advertencias. Condujo su barco directo hacia las rocas.
132409_name;Festín grotesco
132409_tooltip;Inflige {Damage} de daño a un enemigo y potencia a un aliado en {Boost}.
133301_fluff;Más robusto que un escudo corriente y mucho más elegante.
133301_name;Escudo de wyverno
133301_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: potencia a una unidad en {Boost}.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
133302_fluff;Maldición, esto está infestado de escoria… ¡Necesitamos a un brujo o no saldremos vivos!
133302_name;Nido de arachas
133302_tooltip;<keyword=spawn>Genera</keyword> {Counter} Arachas zánganos con 1 de poder y los <keyword=summon>invoca</keyword> a una fila aliada.
142101_fluff;He heredado de mi padre la capacidad de asumir otras formas, bueno, solo una forma en mi caso.
142101_name;Saesenthessis
142101_tooltip;<keyword=immune>Inmune</keyword>.\n<keyword=order>Orden</keyword>: elimina la <keyword=immune>inmunidad</keyword> de esta unidad solo durante el resto del turno.
142102_fluff;Caen en la cuenta al ver mi cicatriz: la certeza de una muerte inminente.
142102_name;Isengrim Faoiltiarna
142102_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a todos los demás elfos aliados en {Boost}.\nCada vez que juegues un elfo, se potencia en {Boost2}.
142103_fluff;Rey o mendigo, ¿qué diferencia hay? Un dh'oine menos.
142103_name;Iorveth
142103_tooltip;<keyword=deploy>Despliegue</keyword>: devuelve una trampa aliada a tu mano y luego juega una trampa.
142104_fluff;Cada vez que disparo una flecha pienso en mi papá. Creo que estaría orgulloso.
