1_name_lt;Frio Congelante
131102_tooltip;<keyword=ranged>Longa distância</keyword>: sempre que você usa uma unidade com <keyword=deathwish>Desejo de Morte</keyword>, sua habilidade de <keyword=deathwish>Desejo de Morte</keyword> é ativada.
132101_fluff;Alguns homens não admitem derrota. Alguns continuam lutando do além.
132101_name;Draug
132101_tooltip;<keyword=deploy>Mobilização</keyword>: transforma todos os aliados humanos em Kaedwen: Regressários sem mudar o poder deles.
132102_fluff;Ele dizia que nenhuma arma perfuraria sua armadura. E tinha razão, mesmo após sua morte.
132102_name;Ira de Imlerith
132102_tooltip;Causa dano a um inimigo no valor do poder do seu aliado mais alto.
132103_fluff;Nunca caçamos nesta floresta, mesmo que o vilarejo inteiro passe fome.
132103_name;Espírito do Bosque
132103_tooltip;<keyword=order>Ordem</keyword>: reforça uma unidade na sua mão em {Boost}.
132104_fluff;Um filho favorecido que escolheu uma vida de vilania.
132104_name;Caranthir Ar-Feiniel
132104_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=spawn>faz surgir</keyword> uma cópia com {Power} de poder de uma unidade da sua mão e a <keyword=summon>invoca</keyword> para esta fileira.
132105_fluff;Vocês, humanos, possuem... gostos incomuns.
132105_name;Avallac'h
132105_tooltip;<keyword=order>Ordem</keyword>: concede <keyword=immune>Imune</keyword> a uma unidade aliada.
132106_fluff;Há mais coisas entre o céu e a terra do que sonharam todos os vãos filósofos do mundo.
132106_name;Caseiro
132106_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: usa um artefato da sua pilha de descarte.
132107_fluff;Como matar um kayran? Pegue a sua melhor espada e venda-a para contratar um bruxo.
132107_name;Kayran
132107_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: <keyword=consume>Consome</keyword> um aliado.\n<keyword=charge>Carga</keyword>: {Charges}.
132108_fluff;Por que lutar? Há muitos meios melhores para se liberar o excesso de energia...
132108_name;Miruna
132108_tooltip;<keyword=deathwish>Desejo de Morte</keyword>: <keyword=seize>toma</keyword> um inimigo com {Power} de poder ou menos.
132201_fluff;Um cruzamento entre um caranguejo, uma aranha... e uma montanha.
132201_name;Aracna Gigante
132201_tooltip;<keyword=spawn>Faz surgir</keyword> {MaxTargets} aracnas machos e os <keyword=summon>invoca</keyword> para esta fileira, depois reforça todos os outros Insectoides nesta fileira em {Boost}.
132202_fluff;A maioria das bruxas sepulcrais se alimentam de restos apodrecidos escavados de túmulos. Mas algumas entram escondidas em cabanas, roubam crianças, matam os idosos e geralmente são vizinhas muito indesejadas.
132202_name;Bruxa Lamuriosa
132202_tooltip;<keyword=order>Ordem</keyword>: <keyword=banish>bane</keyword> todas as unidades na sua pilha de descarte, depois reforça a si mesma em {Boost} por cada unidade banida.
132203_fluff;Já vi muitos bichos feios na minha vida, moreias, lampreias, peixe-gota... mas nunca algo assim!
132203_name;Abaya
132203_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Mobilização</keyword>: ativa a habilidade de <keyword=deathwish>Desejo de Morte</keyword> de um aliado de bronze.
132204_fluff;"O que foi que eu fiz?", disse o mago, assustado com a sua criação.
132204_name;Espanto: Dormente
132204_tooltip;Após {Counter} unidades aliadas terem sido destruídas, acorda o Espanto.
132205_fluff;Uma espécie incomum de demônio encontrada em Ard Skellig. Curiosamente exigente com a comida.
132205_name;Morvudd
132205_tooltip;<keyword=deploy>Mobilização</keyword>: reforça todos os aliados Feras em {Boost}.
132206_fluff;Eu seria a sua melhor... e a última.
132206_name;Sibilante
132206_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo.\nAumenta este dano em {Damage2} sempre que usar Alquimista ou Tecelã.
132207_fluff;A gente vai te picar todinho, moleque. Vai dar um ótimo caldo.
132207_name;Alquimista
132207_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=consume>consome</keyword> {MaxTargets} unidade(s) aliada(s).\nAumenta o número de alvos em {Maxtargets2} sempre que usa Sibilante ou Tecelã.
132208_fluff;Sinto a sua dor. Vejo o seu medo.
132208_name;Tecelã
132208_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost}.\nAumenta este reforço em {Boost2} sempre que usar Sibilante ou Alquimista.
132209_fluff;Um dos monstros mais antigos e letais do mundo. Eu costumava sentir euforia em momentos como este, mas agora a besta é só um obstáculo no meu caminho. Sua carne e sangue quente me ajudarão a sobreviver a este inferno gélido.
132209_name;Mantícora Imperial
132209_tooltip;<keyword=deathwish>Desejo de Morte</keyword>: destrói o inimigo mais baixo.
132210_fluff;O calor não é para você? Então a vitória também não é.
132210_name;Ifrit Colossal
132210_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: causa {Damage} de dano a todas as unidades na fileira oposta.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
132211_fluff;Cuidado, rapazes, tem nekkers debaixo desta ponte aqui.
132211_name;Nekker guerreiro
132211_tooltip;<keyword=thrive>Prosperar</keyword>.
132212_fluff;Fugi uma vez na vida. Foi do Gigante de Gelo. Não tenho vergonha nenhuma.
132212_name;Gigante de Gelo
132212_tooltip;Sem habilidade.
132213_fluff;Como se luta contra um elemental de terra? Não se luta. Se corre. E rápido.
132213_name;D'ao Primordial
132213_tooltip;Sem habilidade.
132214_fluff;Cada guerreiro da caçada selvagem passou por um rigoroso processo de seleção, mas a cavalaria pessoal de Eredin conta apenas com mais brutais e ferozes de Aen Elle.
132214_name;Nithral
132214_tooltip;<keyword=deploy>Mobilização</keyword>: destrói um artefato inimigo. Se você controla a unidade mais alta, causa {Damage} de dano às unidades adjacentes ao artefato.
132215_fluff;Ele sempre concede exatamente o que desejamos. Este é o problema.
132215_name;Gaunter O'Dim
132215_tooltip;<keyword=deploy>Mobilização</keyword>: concede <keyword=doomed>Condenado</keyword> a uma unidade inimiga.\n<keyword=order>Ordem</keyword>: destrói um inimigo <keyword=doomed>Condenado</keyword>.
132216_fluff;Grande, mau e feio. Mora nos esgotos.
132216_name;Sapo Príncipe
132216_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=consume>consome</keyword> uma unidade com {Power} de poder ou menos.
132217_fluff;Harpias comuns comem carniça. Harpias celaeno, essas devoram sonhos.
132217_name;Harpia celaeno
132217_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=consume>consome</keyword> uma unidade aliada.
132218_fluff;Não perturbe.
132218_name;Velho Lança: Dormente
132218_tooltip;Sem habilidade.
132220_fluff;Bebendo o sangue do continente desde a Conjunção.
132220_name;Nekurato
132220_tooltip;postponed
132301_fluff;A névoa chega sorrateiramente. Nevolosos chegam matando.
132301_name;Nevoloso
132301_tooltip;<keyword=deathwish>Desejo de Morte</keyword>: <keyword=summon>invoca</keyword> uma cópia desta unidade do seu baralho a uma fileira aliada aleatória.
132302_fluff;Muitos medos primitivos jazem no coração dos homens. O medo da névoa tem razão de ser...
132302_name;Antigo Nevoloso
132302_tooltip;<keyword=deathwish>Desejo de Morte</keyword>: <keyword=summon>invoca</keyword> esta unidade da pilha de descarte para a mesma fileira, reforça-a em {Boost} e a concede <keyword=doomed>Condenado</keyword>.
132303_fluff;Imagine o filho de uma cobra alada e um pesadelo. Os wyverns são piores.
132303_name;Wyvern
132303_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo.
132304_fluff;Feiura é como a natureza diz: "fica longe".
132304_name;Aracna macho
132304_tooltip;<keyword=doomed>Condenado</keyword>.
132305_fluff;Esses pequenos são quase bonitinhos, se ignorar que são assassinos impiedosos.
132305_name;Nekker
132305_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Mobilização</keyword>: <keyword=spawn>faz surgir</keyword> uma cópia básica desta unidade e a <keyword=summon>invoca</keyword> para esta fileira.
132306_fluff;Se carniçais são parte do ciclo da vida, esse ciclo deve ser bem abusivo.
132306_name;Carniçal
132306_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=consume>consome</keyword> uma unidade na sua pilha de descarte.
132307_fluff;Grifos gostam de brincar com a presa. Gostam de comê-la viva, aos pedaços.
132307_name;Grifo
132307_tooltip;<keyword=deploy>Mobilização</keyword>: destrói uma unidade aliada nesta fileira. Se não há unidades, destrói a si mesma.
132308_fluff;Eles ficavam parados em cima de seus cavalos, relaxados. Ele viu as armas deles: lanças curtas com pontas largas, espadas com guardas esquisitas, machados de batalha, bisarmas dentadas.
132308_name;Guerreiro Vran
132308_tooltip;Sempre que uma unidade é destruída durante o seu turno, causa {Damage} de dano a um inimigo aleatório.
132309_fluff;A Geada Branca está vindo.
132309_name;Caçada: Guerreiro
132309_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a uma unidade por unidade de Caçada Selvagem nesta fileira.
132310_fluff;Primeiro os chifres de búfalo em seus elmos invadem sua visão, depois o brasão entre eles, e finalmente o rosto caveiroso exposto por baixo de suas viseiras.
132310_name;Caçada: Cavaleiro
132310_tooltip;<keyword=deploy>Mobilização</keyword>: se você controla a unidade mais alta, <keyword=summon>invoca</keyword> uma cópia de Cavaleiro da Caçada Selvagem do seu baralho para esta fileira.
132312_fluff;Temerosos por suas vidas, os moradores de Hengfors se esconderam atrás das espessas muralhas da cidade. Ganharam muito com isso...
132312_name;Mergulho de Predador
132312_tooltip;Cada jogador destrói a sua unidade mais baixa.
132313_fluff;Quem diria que morcegos gigantes teriam uma queda por joias cafonas?
132313_name;Ekimmu
132313_tooltip;postponed
132314_fluff;Por mais que o bruxo cobice o ouro, pelo extermínio de um afogador não deverás dar-lhe mais que uma moeda de prata ou três meio centavos.
132314_name;Afogador
132314_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo e o move para a outra fileira.
132315_fluff;Há várias espécies de harpias. Todas são cleptomaníacas.
132315_name;Harpia
132315_tooltip;<keyword=doomed>Condenado</keyword>.
132316_fluff;Omelete de ovo de harpia, uma iguaria deliciosa, meu senhor. Muito valorizada também, pois, como deve saber, elas não gostam muito que levem seus ovos.
132316_name;Ovo de Harpia
132316_tooltip;<keyword=deathwish>Desejo de Morte</keyword>: <keyword=spawn>faz surgir</keyword> uma Harpia e a <keyword=summon>invoca</keyword> para uma fileira aliada aleatória.
132402_fluff;Grite "Devastar!" e libere os cães da guerra.
132402_name;Caçada: Cérberos
132402_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo. Se você controla a unidade mais alta, causa {Damage2} de dano em vez disso.
132403_fluff;"Relaxa, eu sei domar lobos...", últimas palavras de Dunbar, o caçador.
132403_name;Alcateia
132403_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo.
132404_fluff;Um certo mago os achava bonitinhos. Foi o destino dele que fez surgir o ditado: "não brinque com fogo..."
132404_name;Ifrit Enfurecido
132404_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo.
132405_fluff;São facilmente confundidos com pedras. Muitos trolls foram desagradavelmente surpreendidos com dores gástricas por isso.
132405_name;D'ao Frenético
132405_tooltip;<keyword=deploy>Mobilização</keyword>: destrói um artefato inimigo.
132406_fluff;Nenhum portão nem muro pode detê-los. Só uma rachadura, é tudo que precisam...
132406_name;Maerolorn
132406_tooltip;<keyword=deploy>Mobilização</keyword>: ativa a habilidade de <keyword=deathwish>Desejo de Morte</keyword> de um aliado de bronze.
132407_fluff;Os magos mais poderosos de Nilfgaard dominaram a arte de criar golens. Em algumas ocasiões, até conseguiram fazê-los lutar pela causa imperial...
132407_name;Golem Imperial
132407_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=reveal>revela</keyword> a unidade no topo do baralho do seu oponente e causa dano a si mesma equivalente ao poder da unidade revelada, depois a embaralha de volta.
132408_fluff;Ah, você está com problemas até o pescoço agora...
132408_name;Velho Lança
132408_tooltip;Sem habilidade.
132409_fluff;O tolo acreditou em superstições, encheu seus ouvidos de cera e não escutou os avisos. Ele jogou seu navio pra cima do rochedo.
132409_name;Banquete Horrendo
132409_tooltip;Causa {Damage} de dano a um inimigo e reforça um aliado em {Boost}.
133301_fluff;Mais forte que o escudo comum e muito mais estiloso.
133301_name;Escudo de Wyvern
133301_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: reforça uma unidade em {Boost}. \n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
133302_fluff;Droga, a imundície tomou conta... Precisamos de um bruxo ou não tem como viver aqui!
133302_name;Ninho de Aracnas
133302_tooltip;<keyword=spawn>Faz surgir</keyword> {Counter} Aracnas Machos com 1 de poder e as <keyword=summon>invoca</keyword> para uma fileira aliada.
142101_fluff;Herdei a habilidade de meu pai de assumir outras formas... Bem, uma outra forma, no meu caso.
142101_name;Saesenthessis
142101_tooltip;<keyword=immune>Imune</keyword>.\n<keyword=order>Ordem</keyword>: remove o status <keyword=immune>Imune</keyword> desta unidade pelo restante do turno.
142102_fluff;Eles percebem quando veem a minha cicatriz: percebem que a morte é iminente.
142102_name;Isengrim Faoiltiarna
142102_tooltip;<keyword=deploy>Mobilização</keyword>: reforça todos os outros aliados elfos em {Boost}.\nSempre que usar um elfo, reforça a si mesma em {Boost2}.
142103_fluff;Rei ou mendigo, qual a diferença? Um dh'oine a menos.
142103_name;Iorveth
142103_tooltip;<keyword=deploy>Mobilização</keyword>: devolve uma armadilha aliada para a sua mão, depois usa uma armadilha.
142104_fluff;A cada flecha que solto, penso no meu pai. Ele estaria orgulhoso. Eu acho.
142104_name;Milva
142104_tooltip;<keyword=immune>Imune</keyword>.\nReforça a si mesma em {Boost} sempre que você usa uma unidade Scoia'tael.
142105_fluff;Beber sozinho é igual a cagar acompanhado.
142105_name;Zoltan Chivay
142105_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: destrói uma unidade com poder menor ou igual ao número de anões aliados.
142106_fluff;Brokilon sangra... e nem mesmo eu posso curá-la.
142106_name;Aglaïs
142106_tooltip;<keyword=deploy>Mobilização</keyword>: no final do turno, dobra os reforços em si mesma.
