1_name_lt;Gelo pungente
131102_tooltip;<keyword=ranged>Retrovie</keyword>: ogni volta che metti in gioco un'unità con <keyword=deathwish>Ultimo desiderio</keyword>, attiva la sua abilità <keyword=deathwish>Ultimo desiderio</keyword>.
132101_fluff;Alcuni uomini non ammettono la sconfitta e continuano a combattere persino dalla tomba.
132101_name;Draug
132101_tooltip;<keyword=deploy>Schieramento</keyword>: trasforma tutti gli alleati umani in Kaedwen: revenant senza modificarne la forza.
132102_fluff;Si vantava che nessun'arma avrebbe mai perforato la sua corazza. E aveva ragione. Anche da morto.
132102_name;Imlerith: ira
132102_tooltip;Danneggia un nemico di una quantità pari alla forza dell'alleato più forte.
132103_fluff;Non cacciamo mai in questi boschi, nemmeno a costo di morire di fame.
132103_name;Spirito boschivo
132103_tooltip;<keyword=order>Ordine</keyword>: potenzia di {Boost} un'unità nella tua mano.
132104_fluff;Un figlio diletto che ha scelto la via del male.
132104_name;Caranthir Ar-Feiniel
132104_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=spawn>evoca</keyword> una copia con forza {Power} di un'unità della tua mano e la <keyword=summon>richiama</keyword> su questa fila.
132105_fluff;Voi umani avete... gusti insoliti.
132105_name;Avallac'h
132105_tooltip;<keyword=order>Ordine</keyword>: fornisce <keyword=immune>Immunità</keyword> a un'unità alleata.
132106_fluff;Ci sono più cose in cielo e in terra di quante i filosofi possano mai sognare.
132106_name;Custode
132106_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: metti in gioco un manufatto dal tuo cimitero.
132107_fluff;Uccidere un kayran è facile: prendi la tua spada migliore, vendila e assolda un witcher.
132107_name;Kayran
132107_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: <keyword=consume>consuma</keyword> un alleato.\n<keyword=charge>Cariche</keyword>: {Charges}.
132108_fluff;Perché combattere? Ci sono altri modi per sfogare la tensione in eccesso...
132108_name;Miruna
132108_tooltip;<keyword=deathwish>Ultimo desiderio</keyword>: <keyword=seize>sequestra</keyword> un nemico con al massimo {Power} di forza.
132201_fluff;Un incrocio fra un granchio, un ragno e... una montagna.
132201_name;Arachas gigante
132201_tooltip;<keyword=spawn>Evoca</keyword> {MaxTargets} Arachas fuco e li <keyword=summon>richiama</keyword> su questa fila, poi potenzia di {Boost} tutti gli altri Insettoidi sulla fila.
132202_fluff;Buona parte delle streghe dei sepolcri si nutre dei cadaveri decomposti profanati dalle tombe. Tuttavia, alcune si infiltrano nelle case, rapiscono i bambini, uccidono gli anziani e, in generale, si rivelano vicini indesiderabili.
132202_name;Strega di malasorte
132202_tooltip;<keyword=order>Ordine</keyword>: <keyword=banish>bandisce</keyword> tutte le unità del tuo cimitero, poi si potenzia di {Boost} per ognuna di esse.
132203_fluff;Ne ho viste di creature brutte in vita mia... murene, lamprede, mostri marini... ma mai niente di simile!
132203_name;Abaya
132203_tooltip;<keyword=thrive>Prosperità</keyword>. \n<keyword=deploy>Schieramento</keyword>: attiva l'abilità <keyword=deathwish>Ultimo desiderio</keyword> di un alleato Bronzo.
132204_fluff;"Cosa ho fatto?" urlò il mago, spaventato dalla sua creazione.
132204_name;Terrorizzatore: dormiente
132204_tooltip;Dopo la distruzione di {Counter} unità alleate, il Terrorizzatore si sveglia.
132205_fluff;Uno strano esemplare di demonio che infesta Ard Skellig. Insolitamente schizzinoso per quanto riguarda il cibo.
132205_name;Morvudd
132205_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} tutte le Bestie alleate.
132206_fluff;Sarei la donna migliore della tua vita... e l'ultima!
132206_name;Whispess
132206_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico.\nAumenta di {Damage2} i danni di questa unità ogni volta che metti in gioco Brewess o Weavess.
132207_fluff;Ti faremo a pezzi, ragazzo. Faremo un brodo con la tua carne!
132207_name;Brewess
132207_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=consume>consuma</keyword> {MaxTargets} unità alleata/e.\nAumenta di {Maxtargets2} il numero dei bersagli ogni volta che metti in gioco Whispess o Weavess.
132208_fluff;Sento il tuo dolore. Vedo la tua paura!
132208_name;Weavess
132208_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un alleato.\nAumenta di {Boost2} il potenziamento ogni volta che metti in gioco Whispess o Brewess.
132209_fluff;Uno dei mostri più antichi e letali del mondo. Un tempo, affrontare queste creature era emozionante. Ora, queste bestie sono solo un ostacolo sul mio cammino. Le loro carni e il loro sangue mi aiuteranno a sopravvivere a questo inferno di ghiaccio.
132209_name;Manticora imperiale
132209_tooltip;<keyword=deathwish>Ultimo desiderio</keyword>: distrugge l'unità meno forte.
132210_fluff;Non sopporti il caldo? Allora non hai speranze.
132210_name;Ifrit colossale
132210_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: danneggia di {Damage} tutte le unità sulla fila opposta.\n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
132211_fluff;Prudenza, signori. Ci sono dei nekker sotto questo ponte.
132211_name;Nekker guerriero
132211_tooltip;<keyword=thrive>Prosperità</keyword>.
132212_fluff;In vita mia sono fuggito solo dal gigante dei ghiacci. E non me ne vergogno.
132212_name;Gigante dei ghiacci
132212_tooltip;Nessuna abilità.
132213_fluff;Come si affronta un elementale della terra? Semplice: scappando a gambe levate.
132213_name;D'ao primordiale
132213_tooltip;Nessuna abilità.
132214_fluff;I guerrieri della Caccia Selvaggia sono i migliori sulla piazza, ma solo i cavalieri di Eredin sono i più brutali e feroci di Aen Elle.
132214_name;Nithral
132214_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un manufatto nemico. Danneggia di {Damage} le unità adiacenti a esso se controlli l'unità più forte.
132215_fluff;Può darti esattamente ciò che desideri. È questo il problema.
132215_name;Gaunter O'Dimm
132215_tooltip;<keyword=deploy>Schieramento</keyword>: fornisce l'attributo <keyword=doomed>Condannata</keyword> a un'unità nemica.\n<keyword=order>Ordine</keyword>: distrugge un nemico <keyword=doomed>Condannato</keyword>.
132216_fluff;Grosso, cattivo, brutto. Si aggira per le fogne.
132216_name;Principe-rospo
132216_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=consume>consuma</keyword> un'unità con al massimo {Power} di forza.
132217_fluff;Le arpie comuni si nutrono di carogne. Le arpie celaeno si nutrono... di sogni.
132217_name;Arpia celaeno
132217_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=consume>consuma</keyword> un'unità alleata.
132218_fluff;Non disturbare.
132218_name;Punta-di-lancia: pace
132218_tooltip;Nessuna abilità.
132220_fluff;Beviamo il sangue del Continente dai tempi della Congiunzione.
132220_name;Nekurat
132220_tooltip;postponed
132301_fluff;La nebbia cala e i foglet strisciano sui corpi delle loro vittime.
132301_name;Foglet
132301_tooltip;<keyword=deathwish>Ultimo desiderio</keyword>: <keyword=summon>richiama</keyword> una copia di questa unità dal tuo mazzo su una fila alleata casuale.
132302_fluff;Molte paure ancestrali si annidano nel cuore dell'uomo. Tra queste, il timore della nebbia è fondato...
132302_name;Foglet antico
132302_tooltip;<keyword=deathwish>Ultimo desiderio</keyword>: <keyword=summon>richiama</keyword> questa unità dal cimitero sulla stessa fila, la potenzia di {Boost} e le assegna l'attributo <keyword=doomed>Condannata</keyword>.
132303_fluff;Immagina l'incrocio fra un serpente alato e un incubo: la viverna è peggio.
132303_name;Viverna
132303_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico.
132304_fluff;L'aspetto ripugnante è il modo in cui la natura ci avverte di "girare al largo".
132304_name;Arachas fuco
132304_tooltip;<keyword=doomed>Condannata</keyword>.
132305_fluff;Sarebbero quasi buffi, se non fosse per la loro feroce indole omicida.
132305_name;Nekker
132305_tooltip;<keyword=thrive>Prosperità</keyword>.\n<keyword=deploy>Schieramento</keyword>: <keyword=spawn>evoca</keyword> una copia base di questa unità e la <keyword=summon>richiama</keyword> su questa fila.
132306_fluff;Se i ghoul sono parte del ciclo della vita, allora è un circolo vizioso.
132306_name;Ghoul
132306_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=consume>consuma</keyword> un'unità del tuo cimitero.
132307_fluff;Ai grifoni piace giocare con le prede. Le mangiano vive, un pezzo alla volta.
132307_name;Grifone
132307_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un'unità alleata su questa fila. Se non ci sono unità, si distrugge.
132308_fluff;In sella ai loro cavalli, apparivano a loro agio. Chi ha visto le loro armi, racconta di lance corte a punta larga, spade con un'elsa singolare, asce da battaglia e ronconi dentellati.
132308_name;Guerriero Vran
132308_tooltip;Ogni volta che un'unità viene distrutta durante il tuo turno, danneggia di {Damage} un nemico casuale.
132309_fluff;Il Bianco Gelo sta arrivando.
132309_name;Caccia: guerriero
132309_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un'unità per ogni unità della Caccia Selvaggia su questa fila.
132310_fluff;Prima saltano agli occhi le corna di bufalo sui loro elmi, seguite dal cimiero e infine dai loro volti scheletrici sotto la visiera.
132310_name;Caccia: cavaliere
132310_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=summon>richiama</keyword> una copia di Caccia: cavaliere dal tuo mazzo su questa fila se controlli l'unità più forte.
132312_fluff;Temendo per le proprie vite, gli abitanti di Hengfors si ripararono all'ombra delle mura cittadine. E fecero solo bene...
132312_name;Picchiata predatoria
132312_tooltip;Entrambi i giocatori distruggono la propria unità meno forte.
132313_fluff;Chi l'avrebbe mai detto che i pipistrelli giganti amano i ninnoli?
132313_name;Ekimma
132313_tooltip;postponed
132314_fluff;Anche se il witcher chiede oro, per l'uccisione di un drowner non dargli più di un penny d'argento, o uno e mezzo al massimo.
132314_name;Drowner
132314_tooltip;<keyword=thrive>Prosperità</keyword>.\n<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico e lo sposta sull'altra sua fila.
132315_fluff;Esistono molte specie di arpie, e sono tutte cleptomani.
132315_name;Arpia
132315_tooltip;<keyword=doomed>Condannata</keyword>.
132316_fluff;L'omelette di uova di arpia è una squisitezza, signore! Ma assai cara, dal momento che quei mostri non si separano volentieri dalle loro uova.
132316_name;Uovo di arpia
132316_tooltip;<keyword=deathwish>Ultimo desiderio</keyword>: <keyword=spawn>evoca</keyword> un'Arpia e la <keyword=summon>richiama</keyword> su una fila alleata casuale.
132402_fluff;Gridate "Sterminio!" e sguinzagliate i mastini della guerra.
132402_name;Caccia: segugio
132402_tooltip;<keyword=deploy>Schieramento</keyword>: se controlli l'unità più forte, danneggia un nemico di {Damage2}, altrimenti lo danneggia di {Damage}.
132403_fluff;"Tranquilli, ora vi mostro come si ammansiscono i lupi..." - Ultime parole di Dunbar il Cacciatore.
132403_name;Branco di lupi
132403_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico.
132404_fluff;C'era un mago che li trovava carini. Dalla sua sorte, il detto "non si scherza con il fuoco".
132404_name;Ifrit infuriato
132404_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico.
132405_fluff;È facile scambiarli per rocce. Molti troll hanno avuto un'amara sorpresa proprio per questo motivo.
132405_name;D'ao forsennato
132405_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un manufatto nemico.
132406_fluff;Né porte né mura possono fermarli. Basta una piccola crepa... Non hanno bisogno d'altro.
132406_name;Maerolorn
132406_tooltip;<keyword=deploy>Schieramento</keyword>: attiva l'abilità <keyword=deathwish>Ultimo desiderio</keyword> di un alleato Bronzo.
132407_fluff;I maghi più potenti di Nilfgaard hanno perfezionato l'arte della creazione dei golem. In alcune occasioni, sono perfino riusciti a schierarli per la causa imperiale...
132407_name;Golem imperiale
132407_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=reveal>Svela</keyword> la prima unità del mazzo avversario e si danneggia di un valore pari alla relativa forza, poi la rimescola nel mazzo.
132408_fluff;Sei in un mare di guai, ora...
132408_name;Punta-di-lancia
132408_tooltip;Nessuna abilità.
132409_fluff;Lo sciocco diede retta alle leggende, si turò le orecchie di cera e così non udì gli avvertimenti. E la sua nave si schiantò sulle rocce.
132409_name;Banchetto orribile
132409_tooltip;Danneggia di {Damage} un nemico e potenzia di {Boost} un alleato.
133301_fluff;Più robusto dei normali scudi e molto più elegante.
133301_name;Scudo di viverna
133301_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: potenzia di {Boost} un'unità. \n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
133302_fluff;Dannazione, si stanno riproducendo... Ci serve un witcher, o sarà la fine!
133302_name;Nido di arachas
133302_tooltip;<keyword=spawn>Evoca</keyword> {Counter} Arachas fuchi con 1 di forza e li <keyword=summon>richiama</keyword> su una fila alleata.
142101_fluff;"Ho ereditato da mio padre la capacità di assumere altre forme... beh, una sola, nel mio caso."
142101_name;Saesenthessis
142101_tooltip;<keyword=immune>Immune</keyword>.\n<keyword=order>Ordine</keyword>: perde l'attributo <keyword=immune>Immune</keyword> per il resto del turno.
142102_fluff;Quando vedono la mia cicatrice, capiscono subito che stanno per morire.
142102_name;Isengrim Faoiltiarna
142102_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} tutti gli altri Elfi alleati.\nOgni volta che metti in gioco un Elfo, si potenzia di {Boost2}.
142103_fluff;Re o mendicante, che differenza fa? Un dh'oine in meno.
142103_name;Iorveth
142103_tooltip;<keyword=deploy>Schieramento</keyword>: riprendi in mano una Trappola alleata, poi metti in gioco una Trappola.
142104_fluff;Quando scocco una freccia, penso a mio padre. Mi piace pensare che sarebbe orgoglioso di me.
142104_name;Milva
142104_tooltip;<keyword=immune>Immune</keyword>.\nOgni volta che metti in gioco un'unità Scoia'tael, si potenzia di {Boost}.
142105_fluff;Bere da soli è come andare al bagno in gruppo.
142105_name;Zoltan Chivay
142105_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: distrugge un'unità con forza non superiore al numero dei Nani alleati.
142106_fluff;Brokilon sanguina, ma neppure io posso curarla...
142106_name;Aglais
142106_tooltip;<keyword=deploy>Schieramento</keyword>: alla fine del turno, raddoppia il valore dei potenziamenti che ha ricevuto.
142107_fluff;Celebre per le sue profezie sulla fine del mondo. Non è esattamente l'anima della festa.
142107_name;Ithlinne Aegli
142107_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un'unità Scoia'tael nella tua mano.
142108_fluff;È tempo di guardare in faccia la morte.
142108_name;Schirrú
142108_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: distrugge tutte le altre unità con lo stesso valore di forza di Schirrú.
