1_name_lt;Escarcha Polar
131101_name;Eredin Bréacc Glas
131101_tooltip;<keyword=order>Orden</keyword>: otorga {Boost} de potencia a una unidad y la vuelve <keyword=immune>Inmune</keyword>.
131102_fluff;Las pinturas deberían expresar emociones, no palabras.
131102_name;Ge'els
131102_tooltip;<keyword=ranged>A distancia</keyword>: cuando juegas una unidad con <keyword=deathwish>Agonía</keyword>, activa su habilidad <keyword=deathwish>Agonía</keyword>.
132101_fluff;Algunos jamás admiten la derrota. Y siguen luchando desde la tumba.
132101_name;Draug
132101_tooltip;<keyword=deploy>Despliegue</keyword>: transforma a todos los aliados humanos en Renacidos kaedweni sin cambiar su poder.
132102_fluff;Alardeaba de que ningún arma atravesaría su armadura. Y tenía razón... incluso en la muerte.
132102_name;Ira de Imlerith
132102_tooltip;Daña a un enemigo en base al poder de tu aliado más alto.
132103_fluff;Nunca cazaremos en este bosque. Aunque el pueblo entero se muera de hambre.
132103_name;Espíritu del bosque
132103_tooltip;<keyword=order>Orden</keyword>: otorga {Boost} de potencia a una unidad de tu mano.
132104_fluff;Un hijo predilecto que eligió una vida de maldad.
132104_name;Caranthir Ar-Feiniel
132104_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> una copia de {Power} de poder de una unidad en tu mano y la <keyword=summon>invoca</keyword> en la fila de esta unidad.
132105_fluff;Los humanos tienen gustos... peculiares.
132105_name;Avallac'h
132105_tooltip;<keyword=order>Orden</keyword>: le otorga <keyword=immune>inmunidad</keyword> a una unidad aliada.
132106_fluff;En el cielo y en la tierra hay más cosas de las que todos los filósofos del mundo han soñado.
132106_name;Guardián
132106_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega un artefacto de tu cementerio.
132107_fluff;¿Cómo se mata a un kayran? Fácil. Toma tu mejor espada... véndela y contrata a un brujo.
132107_name;Kayran
132107_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: <keyword=consume>consume</keyword> a un aliado. \n<keyword=charge>Carga</keyword>: {Charges}.
132108_fluff;¿Para qué pelear? Hay tantas otras formas de quitarse de encima el exceso de energía...
132108_name;Miruna
132108_tooltip;<keyword=deathwish>Agonía</keyword>: <keyword=seize>toma</keyword> a un enemigo con {Power} de poder o menos.
132201_fluff;Es la cruza entre un cangrejo, una araña... y una montaña.
132201_name;Arachas descomunal
132201_tooltip;<keyword=spawn>Genera</keyword> {MaxTargets} Arachas zánganos y los <keyword=summon>invoca</keyword> en esta fila. Luego, otorga {Boost} de potencia a los demás insectoides en esta fila.
132202_fluff;La mayoría de las brujas sepulcrales se alimentan de restos podridos extraídos de las tumbas. Sin embargo, algunas se escabullen dentro de las chozas, roban niños, matan a los ancianos y en general son unos vecinos muy desagradables.
132202_name;Mourntart
132202_tooltip;<keyword=order>Orden</keyword>: <keyword=banish>destierra</keyword> a todas las unidades en tu cementerio y recibe {Boost} de potencia por cada unidad.
132203_fluff;He visto muchas criaturas horribles en mi vida: morenas, lampreas, janiras... ¡pero nada como esto!
132203_name;Abaya
132203_tooltip;<keyword=thrive>Prosperar</keyword>. \n<keyword=deploy>Despliegue</keyword>: activa la habilidad <keyword=deathwish>Agonía</keyword> de un aliado de bronce.
132204_fluff;«¿Qué he hecho?», gritó el mago, asustado por su propia creación.
132204_name;Espanto: Durmiente
132204_tooltip;Después de que destruyan {Counter} unidades aliadas, despierta a Espanto.
132205_fluff;Un demonio que se asemeja a un ciervo. Un espécimen de demonio encontrado en Ard Skelling. Inusualmente quisquilloso con su comida.
132205_name;Morvudd
132205_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a todas las bestias aliadas.
132206_fluff;Seré tu media naranja. Y la última.
132206_name;Susurradora
132206_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.\n Aumenta este daño a {Damage2} siempre que juegues Guisadora o Tejedora.
132207_fluff;Te cortaremos en trocitos, muchacho. Haremos un buen guiso contigo.
132207_name;Guisadora
132207_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=consume>consume</keyword> {MaxTargets} unidad(es) aliada(s).\nAumenta la cantidad de blancos por {Maxtargets2} siempre que juegues Susurradora o Tejedora.
132208_fluff;Percibo tu dolor. Veo tu miedo.
132208_name;Tejedora
132208_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado.\nAumenta esta potenciación a {Boost2} siempre que juegues Susurradora o Guisadora.
132209_fluff;Uno de los más antiguos y mortíferos monstruos. Antes me emocionaba en ocasiones como esta. Ahora la bestia es solo un obstáculo en mi camino. Su carne y sangre caliente me ayudará a sobrevivir este glacial infierno.
132209_name;Mantícora imperial
132209_tooltip;<keyword=deathwish>Agonía</keyword>: destruye al enemigo con menor poder.
132210_fluff;¿No te llevas muy bien con el calor? Entonces no tienes ninguna posibilidad.
132210_name;Ifrit colosal
132210_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a todas las unidades de la fila opuesta.\n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
132211_fluff;Cuidado, caballeros, hay nekkers debajo de este puente.
132211_name;Nekker guerrero
132211_tooltip;<keyword=thrive>Prosperar</keyword>.
132212_fluff;Solo hui una vez en mi vida. Del gigante de hielo. Y no me da ni una pizca de vergüenza.
132212_name;Gigante de hielo
132212_tooltip;Sin habilidad.
132213_fluff;¿Cómo luchas contra un elemental de tierra? No luchas contra él. Corres. Lo más rápido que puedas.
132213_name;D'ao primitivo
132213_tooltip;Sin habilidad.
132214_fluff;Cada guerrero de la Cacería Salvaje se elige mediante un proceso de selección riguroso, pero la caballería personal de Eredin solo está compuesta por los miembros más feroces y brutales de los aen elle.
132214_name;Nithral
132214_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un artefacto enemigo. Si controlas la unidad de mayor poder, inflige {Damage} de daño a las unidades adyacentes a ese artefacto.
132215_fluff;Siempre te concede exactamente lo que has deseado. Ese es el problema.
132215_name;Gaunter O'Dim
132215_tooltip;<keyword=deploy>Despliegue</keyword>: le da a una unidad enemiga <keyword=doomed>Condenado</keyword>. \n<keyword=order>Orden</keyword>: destruye a un enemigo <keyword=doomed>Condenado</keyword>.
132216_fluff;Grande. Malo. Feo. Vive en las cloacas.
132216_name;Príncipe sapo
132216_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=consume>consume</keyword> a una unidad con {Power} o menos de poder.
132217_fluff;Las arpías comunes se alimentan de carroña. Las arpías celaeno... de sueños.
132217_name;Arpía celaeno
132217_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=consume>consume</keyword> a una unidad aliada.
132218_fluff;No molestar.
132218_name;Gigante dormido
132218_tooltip;Sin habilidad.
132220_fluff;Bebiendo la sangre del Continente desde la Conjunción.
132220_name;Nekurat
132220_tooltip;postponed
132301_fluff;La niebla llega con mullidas pisadas de gato. Las boiras se arrastran como gusanos sobre los cadáveres de sus víctimas.
132301_name;Boira
132301_tooltip;<keyword=deathwish>Agonía</keyword>: <keyword=summon>invoca</keyword> una copia de esta unidad de tu mazo a una fila aliada al azar.
132302_fluff;Muchos miedos primigenios aterrorizan los corazones de los hombres. El miedo a la niebla está bien fundado...
132302_name;Boira anciano
132302_tooltip;<keyword=deathwish>Agonía</keyword>: <keyword=summon>invoca</keyword> esta unidad desde el cementerio a la misma fila, le otorga {Boost} de potencia y le da <keyword=doomed>Condenado</keyword>.
132303_fluff;Imagínate la cruza entre una serpiente alada y una pesadilla. Bueno, los wyvernos son peores.
132303_name;Wyverno
132303_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.
132304_fluff;Feo: es la forma que tiene la naturaleza de decirnos que nos alejemos.
132304_name;Arachas zángano
132304_tooltip;<keyword=doomed>Condenado</keyword>.
132305_fluff;Esas malditas cosas resultan casi adorables si ignoras su aspecto asesino.
132305_name;Nekker
132305_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> una copia base de esta unidad y la <keyword=summon>invoca</keyword> en esta fila.
132306_fluff;Si los ghuls son parte del círculo de la vida, qué cruel resulta esta.
132306_name;Ghul
132306_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=consume>consume</keyword> una unidad en tu cementerio.
132307_fluff;Los grifos suelen jugar con sus presas. Se las comen vivas, pedazo a pedazo.
132307_name;Grifo
132307_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a una unidad aliada en esta fila. Si no hay unidades, destruye a esta unidad.
132308_fluff;Se sentaron a lomo de sus caballos, al parecer relajados. Él vio sus armas: lanzas cortas con puntas anchas. Espadas con guardas forjadas de manera peculiar. Hachas de batalla. Bisarmas dentadas.
132308_name;Guerrero vran
132308_tooltip;Siempre que una unidad sea destruida durante tu turno, inflige {Damage} de daño a una unidad enemiga al azar.
132309_fluff;El Frío Blanco se acerca.
132309_name;Cacería: Guerrero
132309_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a una unidad por cada unidad Cacería Salvaje en esta fila.
132310_fluff;Lo que primero penetra la vista son los cuernos de búfalo que tienen sobre los cascos. Luego, la cresta que los une. Y, por último, el rostro cadavérico que aparece debajo de los visores.
132310_name;Cacería: Jinete
132310_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas la unidad de mayor poder, <keyword=summon>invoca</keyword> una copia de Jinete de la Cacería Salvaje desde tu mazo en esta fila.
132312_fluff;Temiendo por sus vidas, los residentes de Hengfors se resguardaron detrás de los gruesos muros de la ciudad. Y mucho que les sirvió...
132312_name;Picada depredadora
132312_tooltip;Cada jugador destruye la unidad de menor poder.
132313_fluff;¿Quién iba a decir que a los murciélagos gigantes les gustaba la bisutería?
132313_name;Ekimmara
132313_tooltip;postponed
132314_fluff;A pesar de la fijación por el oro del matamonstruos, por el azote de un ahogado se lo deberá recompensar con un penique de plata, o tres cuartos, como mucho.
132314_name;Ahogado
132314_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo y lo mueve a la otra fila.
132315_fluff;Arpías las hay de muchas especies, pero todas son cleptómanas.
132315_name;Arpía
132315_tooltip;<keyword=doomed>Condenado</keyword>.
132316_fluff;El omelet de huevo de arpía es una exquisitez deliciosa, mi buen señor. Y muy estimada también, como podrá usted imaginar, ya que las desgraciadas no se separan de sus huevos por voluntad propia.
132316_name;Huevo de arpía
132316_tooltip;<keyword=deathwish>Agonía</keyword>: <keyword=spawn>genera</keyword> una Arpía y la <keyword=summon>invoca</keyword> en una fila aliada al azar.
132402_fluff;Grita «¡Devastación!» y suelta a los perros de la guerra.
132402_name;Cacería: Sabueso
132402_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Si controlas a la unidad de mayor poder, entonces inflige {Damage2} de daño.
132403_fluff;«Tranquilos; soy experto en domar lobos...». Últimas palabras de Dunbar, el Cazador.
132403_name;Manada de lobos
132403_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.
132404_fluff;Cierto mago los consideraba lindos a la vista. Su destino fue el catalizador del dicho «No juegues con fuego».
132404_name;Ifrit rabioso
132404_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo.
132405_fluff;Es muy fácil confundirlos con rocas. Por esa misma razón, muchos trols se llevaron la ingrata sorpresa de haberse despertado con dolores gástricos intensos.
132405_name;D'ao frenético
132405_tooltip;<keyword=deploy>Despliegue</keyword>: destruye un artefacto enemigo.
132406_fluff;Ninguna puerta o muro puede detenerlos. Lo único que necesitan es una pequeña grieta.
132406_name;Maerolorn
132406_tooltip;<keyword=deploy>Despliegue</keyword>: activa la habilidad <keyword=deathwish>Agonía</keyword> de un aliado de bronce.
132407_fluff;Los magos más poderosos de Nilfgaard han dominado las artes mágicas para crear gólems. En algunas ocasiones, incluso han logrado hacer que peleen por el imperio...
132407_name;Gólem imperial
132407_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=reveal>revela</keyword> la primera unidad en el mazo de tu oponente y daña a esta unidad por su poder, luego la devuelve al mazo.
132408_fluff;Oh, ahora sí que estás en problemas…
132408_name;Viejo Punta de Lanza
132408_tooltip;Sin habilidad.
132409_fluff;El idiota le dio cabida a la superstición, se llenó las orejas de cera y no escuchó las advertencias. ¿El resultado? Estrelló el barco contra las rocas.
132409_name;Festín espantoso
132409_tooltip;Inflige {Damage} de daño a un enemigo y otorga {Boost} de potencia a un aliado.
133301_fluff;Más fuerte que el escudo promedio y con mucho más estilo.
133301_name;Escudo de wyverno
133301_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: otorga {Boost} de potencia a una unidad. \n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
133302_fluff;Maldición, no vamos a poder resistir a esta plaga... ¡Llamen a un brujo, o no saldremos vivos de aquí!
133302_name;Nido de arachas
133302_tooltip;<keyword=spawn>Genera</keyword> {Counter} Arachas zángano con 1 de poder y los <keyword=summon>invoca</keyword> en una fila aliada.
142101_fluff;Heredé la habilidad de mi padre de adoptar otras formas; bueno, en mi caso, debería decir «una forma».
142101_name;Saesenthessis
142101_tooltip;<keyword=immune>Inmune</keyword>.\n<keyword=order>Orden</keyword>: elimina el estado <keyword=immune>Inmune</keyword> de esta unidad por el resto del turno.
142102_fluff;Lo saben en cuanto ven mi cicatriz: la certeza de una muerte inminente.
142102_name;Isengrim Faoiltiarna
142102_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a todos los aliados Elfos. \nSiempre que juegues un Elfo, le otorga {Boost2} de potencia a esta unidad.
