1_name_lt;Froid mordant
122318_tooltip;Chaque fois qu'une Machine de guerre est placée sur cette ligne, ajoutez-lui l'attribut <keyword=zeal>Zèle</keyword>.
122401_fluff;Reconnaissez vos erreurs et enterrez-les convenablement. Sans quoi, elles reviendront vous hanter.
122401_name;Couvin
122401_tooltip;À la fin de chaque tour, infligez {Damage} point(s) de dégâts à l'ennemi le plus fort. \n<keyword=order>Ordre</keyword> : transformation en Sommeillard.
122402_fluff;Je te baptise, Déa, et fais de toi ma fille.
122402_name;Sommeillard
122402_tooltip;À la fin de chaque tour, améliorez l'allié le plus faible de {Boost} point(s). \n<keyword=order>Ordre</keyword> : transformation en Couvin.
122403_fluff;Les mages du Nilfgaard ne sont pas irremplaçables. Si l'un d'eux déçoit l'empereur, une dizaine d'autres attend pour lui fournir ce qu'il demande.
122403_name;Novice de Vicovaro
122403_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : tirez une carte, puis placez une carte de votre main sur le dessus de votre jeu.
123201_fluff;Sonnez la retraite ! Regroupez-vous ! Et attendez les renforts !
123201_name;Renforts
123201_tooltip;<keyword=spawn>Générez</keyword> une copie d'une unité Bronze et <keyword=summon>invoquez</keyword>-la sur cette ligne.
123301_fluff;Ce ne sont pas la fortune ou la gloire qui font de vous un héros. Ce sont vos motivations !
123301_name;Aspirant temerien
123301_tooltip;<keyword=spawn>Génération</keyword>
131101_fluff;Un peu de dignité. Tu sais comment cela va se terminer.
131101_name;Eredin Bréacc Glas
131101_tooltip;<keyword=order>Ordre</keyword> : améliorez une unité de {Boost} point(s) et ajoutez-lui l'attribut <keyword=immune>Invulnérable</keyword>.
131102_fluff;C'est la peinture qui véhicule les émotions, pas les mots.
131102_name;Ge'els
131102_tooltip;<keyword=ranged>Combat à distance</keyword> : Chaque fois que vous jouez une unité qui possède un <keyword=deathwish>Baroud d'honneur</keyword>, déclenchez sa capacité <keyword=deathwish>Baroud d'honneur</keyword>.
132101_fluff;Certains hommes n'admettent pas la défaite. Même morts, ils continuent à combattre.
132101_name;Draugr
132101_tooltip;<keyword=deploy>Déploiement</keyword> : transformez tous les Humains alliés en Revenants de Kaedwen sans modifier leur force.
132102_fluff;Il s'était vanté que nulle arme ne pouvait percer son armure, et il a eu raison… jusque dans la mort.
132102_name;Fureur d'Imlerith
132102_tooltip;Infligez à une unité un nombre de dégâts égal à la force la plus élevée parmi vos alliés.
132103_fluff;On ne chasse jamais dans ces bois. Même si tout le village meurt de faim.
132103_name;Leshen
132103_tooltip;<keyword=order>Ordre</keyword> : améliorez une unité dans votre main de {Boost} point(s).
132104_fluff;Un fils choyé qui a choisi de vivre dans l'infamie.
132104_name;Caranthir Ar-Feiniel
132104_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=spawn>générez</keyword> une copie d'une unité de force {Power} depuis votre main sur la ligne de cette unité et <keyword=summon>invoquez</keyword>-la sur cette ligne.
132105_fluff;Vous autres humains avez des goûts… étranges.
132105_name;Avallac'h
132105_tooltip;<keyword=order>Ordre</keyword> : donnez l'attribut <keyword=immune>Invulnérable</keyword> à une unité alliée.
132106_fluff;Il y a plus de choses au ciel et sur terre que ne peuvent l'espérer les philosophes.
132106_name;Fossoyeur
132106_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : jouez un artefact depuis votre cimetière.
132107_fluff;Tuer un keyran, c'est facile : prenez votre meilleure épée, vendez-la, et engagez un sorceleur.
132107_name;Keyran
132107_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : <keyword=consume>dévorez</keyword> un allié.\n{Charges} <keyword=charge>utilisation(s)</keyword>.
132108_fluff;Pourquoi se battre ? Il y a bien plus agréable pour dépenser son énergie…
132108_name;Miruna
132108_tooltip;<keyword=deathwish>Baroud d'honneur</keyword> : <keyword=seize>saisissez</keyword> un ennemi d'une force égale ou inférieur à {Power}.
132201_fluff;Engagez-vous, qu'ils disaient… Vous verrez du pays, qu'ils disaient…
132201_name;Mastodonte arachas
132201_tooltip;<keyword=spawn>Générez</keyword> {MaxTargets} Bourdon(s) arachas et <keyword=summon>invoquez</keyword>-les sur cette ligne, puis améliorez tous les Insectoïdes sur cette ligne de {Boost} point(s).
132202_fluff;La plupart des guenaudes sépulcrales se repaissent des dépouilles déterrées de leurs tombes. Néanmoins, certaines s'introduisent dans les cabanes pour voler les nourrissons et tuer les anciens, ce qui en fait généralement des voisines mal aimées.
132202_name;Fourbe-veuve
132202_tooltip;<keyword=order>Ordre</keyword> : <keyword=banish>bannissez</keyword> toutes les unités de votre cimetière, puis améliorez la présente unité de {Boost} point(s) pour chaque carte bannie.
132203_fluff;J'ai vu mon lot de saletés dans ma chienne de vie : murènes, lamproies, lottes… Mais rien d'aussi affreux !
132203_name;Abaya
132203_tooltip;<keyword=thrive>Développement</keyword>. \n<keyword=deploy>Déploiement</keyword> : déclenchez la capacité <keyword=deathwish>Baroud d'honneur</keyword> d'un allié Bronze.
132204_fluff;« Qu'ai-je fait ?! » cria le mage, effrayé par sa propre création.
132204_name;Épouvanteur : endormi
132204_tooltip;Si {Counter} alliés sont détruits, réveillez l'Épouvanteur.
132205_fluff;Un spécimen de fiellon peu commun trouvé sur Ard Skellig. Il est généralement difficile en termes de nourriture.
132205_name;Morvudd
132205_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez toutes les Bêtes alliées de {Boost} point(s).
132206_fluff;La petite mort, avant la grande ?
132206_name;Soupir
132206_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\nQuand vous jouez Ambroisie ou Fuselle, augmentez les dégâts infligés par la présente unité de {Damage2} point(s).
132207_fluff;On va te dépecer, petit. Tu finiras en pot-au-feu.
132207_name;Ambroisie
132207_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=consume>dévorez</keyword> {MaxTargets} unité(s) alliée(s)\n. Quand vous jouez Soupir ou Fuselle, augmentez le nombre de cibles de {Maxtargets2}.
132208_fluff;Je sens ta douleur. Je sens ta peur.
132208_name;Fuselle
132208_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost} point(s).\nQuand vous jouez Soupir ou Ambroisie, augmentez l'amélioration de {Boost2} point(s).
132209_fluff;L'un des monstres les plus anciens et mortels du monde. Autrefois, j'éprouvais une certaine excitation dans ce genre de situation, mais aujourd'hui, cette bête n'est qu'un obstacle sur mon chemin. Son sang chaud et sa viande m'aideront à survivre à cet enfer glacé.
132209_name;Manticore impériale
132209_tooltip;<keyword=deathwish>Baroud d'honneur</keyword> : détruisez l'ennemi disposant de la force la plus faible.
132210_fluff;Vous n'aimez pas la chaleur ? Alors, vous n'avez pas l'ombre d'une chance.
132210_name;Ifrit colossal
132210_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à toutes les unités de la ligne opposée.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
132211_fluff;Prenez garde, messieurs, il y a des nekkers sous ce pont.
132211_name;Guerrier nekker
132211_tooltip;<keyword=thrive>Développement</keyword>.
132212_fluff;De toute ma vie, je n'ai fui qu'une seule fois, devant le géant de glace. Et je n'en ai pas honte du tout.
132212_name;Géant de glace
132212_tooltip;Aucune capacité.
132213_fluff;Comment se débarrasser d'un élémentaire de terre ? En prenant ses jambes à son cou.
132213_name;D'ao primordial
132213_tooltip;Aucune capacité.
132214_fluff;Les guerriers de la Chasse Sauvage ont tous été triés sur le volet, mais seuls les plus brutaux et les plus féroces des Aen Elle composent la cavalerie d'Eredin.
132214_name;Nithral
132214_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez un artefact ennemi. Si vous contrôlez l'unité disposant de la force la plus élevée, infligez {Damage} point(s) de dégâts aux unités adjacentes à l'artefact.
132215_fluff;Il exauce toujours vos vœux à la lettre. C'est bien là le problème.
132215_name;Gaunter de Meuré
132215_tooltip;<keyword=deploy>Déploiement</keyword> : donnez à une unité ennemie l'attribut <keyword=doomed>Condamnée</keyword>.\n<keyword=order>Ordre</keyword> : détruisez un ennemi <keyword=doomed>condamné</keyword>.
132216_fluff;Une grosse bête hideuse qui vit dans les égouts. A aussi une préférence pour les proies portées sur la bouteille.
132216_name;Prince crapaud
132216_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=consume>dévorez</keyword> une unité dont la force est égale ou inférieure à {Power}.
132217_fluff;Les harpies communes se nourrissent de charognes. Les célénos… de rêves.
132217_name;Célénos
132217_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=consume>dévorez</keyword> une unité alliée.
132218_fluff;Ne pas déranger.
132218_name;Fer-de-lance : sieste
132218_tooltip;Aucune capacité.
132220_fluff;Figure emblématique des suceurs de sang du Continent depuis la Conjonction des Sphères.
132220_name;Nosferatu
132220_tooltip;postponed
132301_fluff;Il vit une lueur dans la brume. C'est la dernière chose qu'il vit.
132301_name;Brumelin
132301_tooltip;<keyword=deathwish>Baroud d'honneur</keyword> : <keyword=summon>invoquez</keyword> une copie de la présente unité depuis votre jeu sur une ligne alliée aléatoire.
132302_fluff;Beaucoup de peurs primales hantent le cœur des hommes. Celle de la brume est plus que fondée…
132302_name;Vieux brumelin
132302_tooltip;<keyword=deathwish>Baroud d'honneur</keyword> : <keyword=summon>invoquez</keyword> la présente unité depuis le cimetière sur la même ligne, améliorez-la de {Boost} points et donnez-lui l'attribut <keyword=doomed>Condamnée</keyword>.
132303_fluff;J'sais pas si les wyverns enlèvent les vierges mais toi, au moins, tu crains rien.
132303_name;Wyvern
132303_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.
132304_fluff;Une gueule pareille, c'est un avertissement de Dame Nature.
132304_name;Bourdon arachas
132304_tooltip;<keyword=doomed>Condamnée</keyword>.
132305_fluff;Ils seraient presque mignons, si on oubliait un instant que ce sont des saletés de tueurs.
132305_name;Nekker
132305_tooltip;<keyword=thrive>Développement</keyword>.\n<keyword=deploy>Déploiement</keyword> : <keyword=spawn>générez</keyword> une copie de base de la présente unité et <keyword=summon>invoquez</keyword>-la sur cette ligne.
132306_fluff;Si les goules font partie du cercle de la vie, c'est un cercle sacrément vicieux.
132306_name;Goule
132306_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=consume>dévorez</keyword> une unité de votre cimetière.
132307_fluff;Les griffons aiment jouer avec leur proie. La manger vivante, morceau par morceau.
132307_name;Griffon
132307_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez un allié sur cette ligne. S'il n'y a pas d'unité, détruisez la présente unité.
132308_fluff;Ils restaient en selle, l'air détendu. Il vit leurs armes : des lances courtes à large fer, des épées à la garde étrange, des haches de guerre et des guisarmes pourvues de crocs.
132308_name;Guerrier vran
132308_tooltip;Chaque fois qu'une unité est détruite durant votre tour, infligez {Damage} point(s) de dégâts à un ennemi aléatoire.
132309_fluff;Le Froid blanc arrive.
132309_name;Chasse : guerrier
132309_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à une unité pour chaque unité de la Chasse Sauvage présente sur cette ligne.
132310_fluff;Des silhouettes de cavaliers, indistinctes, cauchemardesques, firent leur apparition. Elles étaient de plus en plus proches, de plus en plus nettes. On distinguait d'abord les cornes de buffle, puis le cimier qui ornent leurs heaumes, et enfin, au-dessous, les masques cadavériques.
132310_name;Chasse : cavalier
132310_tooltip;<keyword=deploy>Déploiement</keyword> : si vous contrôlez l'unité disposant de la force la plus élevée, <keyword=summon>invoquez</keyword> une copie du Cavalier de la Chasse Sauvage sur cette ligne depuis votre jeu.
132312_fluff;Craignant pour leur vie, les habitants de Hengfors se réfugièrent derrière les épaisses murailles de la ville. Cela ne les aida guère…
132312_name;Bond de prédateur
132312_tooltip;Chaque joueur détruit son unité la plus faible.
132313_fluff;Qu'est-ce qui aime les bijoux clinquants et sent la vinasse ? Indice : ce n'est pas ma belle-mère.
132313_name;Ekimme
132313_tooltip;postponed
132314_fluff;Le sorceleur est avide d'or, mais l'élimination d'un noyeur ne vaut guère plus d'une pièce d'argent. Trois tout au plus.
132314_name;Noyeur
132314_tooltip;<keyword=thrive>Développement</keyword>.\n<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi et déplacez-le vers une autre ligne.
132315_fluff;Enlève-moi toute cette quincaillerie, tu vas attirer les harpies.
132315_name;Harpie
132315_tooltip;<keyword=doomed>Condamnée</keyword>.
132316_fluff;Une omelette d'œufs de harpie, c'est un mets raffiné, messire. Mais il coûte aussi cher, car vous vous en doutez, ces saletés ne se séparent pas de leurs œufs de leur plein gré.
132316_name;Œuf de harpie
132316_tooltip;<keyword=deathwish>Baroud d'honneur</keyword> : <keyword=spawn>générez</keyword> une harpie et <keyword=summon>invoquez</keyword>-la sur une ligne alliée aléatoire.
132402_fluff;Criez « Au massacre ! » et lâchez les chiens de guerre.
